duration_seconds,expected_seconds,experiment,final_train_loss,final_val_loss,peak_gpu_memory_bytes,readable_duration,run_id,seed,status,configuration
1.6854353230000072,7.199999999999999,width_sweep,5.465724468231201,5.546072721481323,138884096,1.69s,width-256-lr0.0004-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0004, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 256}"
1.8466154950000089,7.199999999999999,width_sweep,5.468153953552246,5.550170183181763,138884096,1.85s,width-256-lr0.0008-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0008, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 256}"
1.434356811999976,7.199999999999999,width_sweep,5.495176792144775,5.602641701698303,138884096,1.43s,width-256-lr0.0016-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0016, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 256}"
1.5063230479999845,7.199999999999999,width_sweep,5.499687194824219,5.574299335479736,138884096,1.51s,width-256-lr0.00028284271-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.000282842712474619, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 256}"
1.4297022489999733,7.199999999999999,width_sweep,5.458046913146973,5.54379141330719,138884096,1.43s,width-256-lr0.00056568542-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.000565685424949238, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 256}"
1.4209876680000093,7.199999999999999,width_sweep,5.47684907913208,5.545560717582703,138884096,1.42s,width-256-lr0.0004-seed314,314,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0004, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 314, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 256}"
1.4246795460000214,7.199999999999999,width_sweep,5.473194122314453,5.548466444015503,138884096,1.42s,width-256-lr0.0004-seed2718,2718,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0004, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 2718, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 256}"
1.403674518999992,7.199999999999999,width_sweep,5.478842735290527,5.550184011459351,138884096,1.40s,width-256-lr0.00056568542-seed314,314,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.000565685424949238, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 314, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 256}"
1.5280786790000036,7.199999999999999,width_sweep,5.468123435974121,5.554540276527405,138884096,1.53s,width-256-lr0.00056568542-seed2718,2718,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.000565685424949238, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 2718, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 256}"
1.8111645440000075,7.199999999999999,width_sweep,5.46915340423584,5.558731436729431,138884096,1.81s,width-256-lr0.0008-seed314,314,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0008, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 314, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 256}"
1.523727373000014,7.199999999999999,width_sweep,5.450713157653809,5.533804774284363,138884096,1.52s,width-256-lr0.0008-seed2718,2718,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0008, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 2718, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 256}"
1.417315765000012,7.199999999999999,width_sweep,5.511731147766113,5.5714945793151855,138884096,1.42s,width-256-lr0.00028284271-seed314,314,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.000282842712474619, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 314, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 256}"
1.4321104619999971,7.199999999999999,width_sweep,5.505553245544434,5.5757668018341064,138884096,1.43s,width-256-lr0.00028284271-seed2718,2718,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.000282842712474619, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 2718, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 256}"
4.094210127999986,28.799999999999997,width_sweep,5.497774600982666,5.567060351371765,333922304,4.09s,width-512-lr0.0001-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0001, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 512}"
4.125134082999978,28.799999999999997,width_sweep,5.462244987487793,5.517667531967163,331825152,4.13s,width-512-lr0.0002-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0002, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 512}"
4.189486885000008,28.799999999999997,width_sweep,5.482419967651367,5.554354548454285,331825152,4.19s,width-512-lr0.0004-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0004, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 512}"
4.3279686250000395,28.799999999999997,width_sweep,5.525073051452637,5.625934839248657,331825152,4.33s,width-512-lr0.0008-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0008, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 512}"
4.204578906999984,28.799999999999997,width_sweep,5.62476921081543,5.708897233009338,331825152,4.20s,width-512-lr0.0016-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0016, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 512}"
4.219015677000016,28.799999999999997,width_sweep,5.47158670425415,5.526751160621643,331825152,4.22s,width-512-lr0.00014142136-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0001414213562373095, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 512}"
4.129114902000026,28.799999999999997,width_sweep,5.453795433044434,5.516704320907593,331825152,4.13s,width-512-lr0.00028284271-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.000282842712474619, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 512}"
4.124168031000011,28.799999999999997,width_sweep,5.4532470703125,5.527679443359375,331825152,4.12s,width-512-lr0.0002-seed314,314,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0002, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 314, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 512}"
4.075197527,28.799999999999997,width_sweep,5.473671913146973,5.511094689369202,331825152,4.08s,width-512-lr0.0002-seed2718,2718,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0002, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 2718, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 512}"
4.04127672300001,28.799999999999997,width_sweep,5.460329532623291,5.548874020576477,331825152,4.04s,width-512-lr0.00028284271-seed314,314,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.000282842712474619, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 314, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 512}"
4.042754919999993,28.799999999999997,width_sweep,5.476379871368408,5.527483105659485,331825152,4.04s,width-512-lr0.00028284271-seed2718,2718,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.000282842712474619, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 2718, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 512}"
4.105413559999988,28.799999999999997,width_sweep,5.481901168823242,5.607558250427246,331825152,4.11s,width-512-lr0.0004-seed314,314,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0004, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 314, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 512}"
